classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
164,1,Formação profissional,gpt-5.4-mini,164,2005,13906,35,irrelevante,Outro - Portaria de pessoal,"A página trata de portarias de licença, cessação e designação de servidores da Secretaria de Justiça e Segurança Pública; a menção a 'Ger de Educação e Formação Profissional' é apenas funcional e incidental, sem ato sobre curso ou instituição de শিক্ষা profissional/técnica.",False,35,5175,86,2026-06-16T05:59:09.099010+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Portaria de pessoal"",""justificativa"":""A página trata de portarias de licença, cessação e designação de servidores da Secretaria de Justiça e Segurança Pública; a menção a 'Ger de Educação e Formação Profissional' é apenas funcional e incidental, sem ato sobre curso ou instituição de শিক্ষা profissional/técnica.""}"
165,1,Formação profissional,gpt-5.4-mini,165,2005,13891,28,relevante,Outro - Ordem de reinicio de obra,"A página-alvo menciona a construção do Centro de Formação Profissional, indicando obra ligada à educação profissional, embora o ato principal seja de reinício de serviço/obra pública.",False,28,2488,68,2026-06-16T05:59:20.224141+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Ordem de reinicio de obra"",""justificativa"":""A página-alvo menciona a construção do Centro de Formação Profissional, indicando obra ligada à educação profissional, embora o ato principal seja de reinício de serviço/obra pública.""}"
166,1,Formação profissional,gpt-5.4-mini,166,2005,13877,9,irrelevante,Outro - Crédito orçamentário,"A página-alvo trata de suplementação/cancelamento orçamentário da Escola de Governo e de infraestrutura, sem criar, autorizar, reconhecer ou regulamentar curso técnico/profissionalizante ou instituição de educação profissional.",True,"8,9",4691,74,2026-06-16T05:59:42.454336+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Crédito orçamentário"",""justificativa"":""A página-alvo trata de suplementação/cancelamento orçamentário da Escola de Governo e de infraestrutura, sem criar, autorizar, reconhecer ou regulamentar curso técnico/profissionalizante ou instituição de educação profissional.""}"
167,1,Formação profissional,gpt-5.4-mini,167,2005,13872,9,relevante,Outro - Extrato de termo de cooperação,"O texto trata de termo de cooperação para estágio curricular dos Cursos de Formação Profissional ministrados pela Escola de Saúde Pública, ligado à educação profissional na área da saúde.",False,9,4362,67,2026-06-16T05:59:55.245202+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de termo de cooperação"",""justificativa"":""O texto trata de termo de cooperação para estágio curricular dos Cursos de Formação Profissional ministrados pela Escola de Saúde Pública, ligado à educação profissional na área da saúde.""}"
168,1,Formação profissional,gpt-5.4-mini,168,2005,13850,1,super_relevante,Decreto,"Decreto trata diretamente da conclusão de obras de Centros de Formação Profissional de Pontes e Lacerda e Tangará da Serra, vinculados à educação profissional.",False,1,3980,60,2026-06-16T06:00:03.621636+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Decreto trata diretamente da conclusão de obras de Centros de Formação Profissional de Pontes e Lacerda e Tangará da Serra, vinculados à educação profissional.""}"
169,1,Formação profissional,gpt-5.4-mini,169,2005,13836,10,irrelevante,Decreto,"A página-alvo trata de crédito suplementar no orçamento estadual; a menção a 'Formação profissional do servidor' é apenas programação orçamentária, sem criação, autorização ou regulamentação de curso técnico/profissional.",True,"10,11",4950,71,2026-06-16T06:00:19.997414+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""A página-alvo trata de crédito suplementar no orçamento estadual; a menção a 'Formação profissional do servidor' é apenas programação orçamentária, sem criação, autorização ou regulamentação de curso técnico/profissional.""}"
170,1,Formação profissional,gpt-5.4-mini,170,2005,13829,14,relevante,Regimento,"A página-alvo traz dispositivos de regimento do Conselho Municipal do Trabalho sobre educação profissional, formação profissional e articulação com escolas técnicas e cursos de educação profissional.",True,"13,14",5061,58,2026-06-16T06:01:17.014909+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Regimento"",""justificativa"":""A página-alvo traz dispositivos de regimento do Conselho Municipal do Trabalho sobre educação profissional, formação profissional e articulação com escolas técnicas e cursos de educação profissional.""}"
171,1,Formação profissional,gpt-5.4-mini,171,2005,13828,19,relevante,Outro - Extrato de termo de cooperação,Extratos de termos de cooperação entre a Secretaria de Saúde/Escola de Saúde Pública e hospitais/prefeituras para estágio curricular em cursos de formação profissional na área da saúde.,False,19,3375,70,2026-06-16T06:02:02.389012+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de termo de cooperação"",""justificativa"":""Extratos de termos de cooperação entre a Secretaria de Saúde/Escola de Saúde Pública e hospitais/prefeituras para estágio curricular em cursos de formação profissional na área da saúde.""}"
172,1,Formação profissional,gpt-5.4-mini,172,2005,13827,34,irrelevante,Outro - Regimento,"O texto da pagina-alvo trata do Regimento Interno do Conselho Municipal do Trabalho e menciona apenas de forma incidental a educacao profissional, sem criar, autorizar ou regulamentar curso ou instituicao tecnica.",False,34,7742,77,2026-06-16T06:02:36.649728+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Regimento"",""justificativa"":""O texto da pagina-alvo trata do Regimento Interno do Conselho Municipal do Trabalho e menciona apenas de forma incidental a educacao profissional, sem criar, autorizar ou regulamentar curso ou instituicao tecnica.""}"
173,1,Formação profissional,gpt-5.4-mini,173,2005,13827,33,irrelevante,Outro - Regimento/Lei municipal sobre conselho do trabalho,"O texto trata da criação e regimento de Conselho Municipal do Trabalho; a menção a educação profissional é apenas acessória, sem ato sobre curso ou instituição técnica.",False,33,5546,74,2026-06-16T06:02:53.347092+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Regimento/Lei municipal sobre conselho do trabalho"",""justificativa"":""O texto trata da criação e regimento de Conselho Municipal do Trabalho; a menção a educação profissional é apenas acessória, sem ato sobre curso ou instituição técnica.""}"
174,1,Formação profissional,gpt-5.4-mini,174,2006,1210,344,irrelevante,Outro - Orcamento/Programa de trabalho,"Trecho orcamentario da Escola de Governo com metas de capacitacao e profissionalizacao de servidores, sem criar, autorizar ou regulamentar curso tecnico/profissionalizante ou instituicao de educacao profissional.",False,344,2803,75,2026-06-16T06:05:01.278372+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Orcamento/Programa de trabalho"",""justificativa"":""Trecho orcamentario da Escola de Governo com metas de capacitacao e profissionalizacao de servidores, sem criar, autorizar ou regulamentar curso tecnico/profissionalizante ou instituicao de educacao profissional.""}"
175,1,Formação profissional,gpt-5.4-mini,175,2006,1210,342,irrelevante,Outro - Demonstrativo orcamentario,"Trata de demonstrativo de despesa/programa de trabalho da Escola de Governo para formação e capacitação de servidores, sem criar, autorizar ou regulamentar curso técnico/profissionalizante ou instituição de educação profissional.",False,342,2857,76,2026-06-16T06:07:08.599683+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Demonstrativo orcamentario"",""justificativa"":""Trata de demonstrativo de despesa/programa de trabalho da Escola de Governo para formação e capacitação de servidores, sem criar, autorizar ou regulamentar curso técnico/profissionalizante ou instituição de educação profissional.""}"
176,1,Formação profissional,gpt-5.4-mini,176,2006,1153,34,irrelevante,Outro - Portaria de pessoal,"A página trata de licenças, remoções e designações de servidores da SEJUS; a menção a 'Ger. de Educação e Formação Profissional' é apenas unidade administrativa, sem ato sobre curso ou instituição de educação profissional.",False,34,3831,79,2026-06-16T06:09:16.846617+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Portaria de pessoal"",""justificativa"":""A página trata de licenças, remoções e designações de servidores da SEJUS; a menção a 'Ger. de Educação e Formação Profissional' é apenas unidade administrativa, sem ato sobre curso ou instituição de educação profissional.""}"
177,1,Formação profissional,gpt-5.4-mini,177,2006,1141,73,irrelevante,Outro - Estatuto de associação,"O texto principal é o extrato do estatuto de uma associação espírita; a menção à educação profissional é apenas incidental e não cria, autoriza ou regulamenta curso/instituição técnica.",False,73,4783,70,2026-06-16T06:10:05.351954+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Estatuto de associação"",""justificativa"":""O texto principal é o extrato do estatuto de uma associação espírita; a menção à educação profissional é apenas incidental e não cria, autoriza ou regulamenta curso/instituição técnica.""}"
178,1,Formação profissional,gpt-5.4-mini,178,2006,1122,30,irrelevante,Outro - Extrato de termo de cooperação/contratos administrativos,"O texto é majoritariamente de cooperação e contratos administrativos de saúde e agricultura; a menção a 'Cursos de Formação Profissional' é apenas contextual, sem ato específico sobre educação profissional/técnica na página-alvo.",False,30,4181,83,2026-06-16T06:10:30.531286+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Extrato de termo de cooperação/contratos administrativos"",""justificativa"":""O texto é majoritariamente de cooperação e contratos administrativos de saúde e agricultura; a menção a 'Cursos de Formação Profissional' é apenas contextual, sem ato específico sobre educação profissional/técnica na página-alvo.""}"
179,1,Formação profissional,gpt-5.4-mini,179,2006,1120,35,relevante,Outro - Extrato de contrato/termo aditivo,"O texto trata da construção do Centro de Formação Profissional de Pontes e Lacerda, ato diretamente مرتبطado à educação profissional, embora seja um extrato contratual e não criação/autorização de curso.",False,35,3545,78,2026-06-16T06:10:54.000394+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de contrato/termo aditivo"",""justificativa"":""O texto trata da construção do Centro de Formação Profissional de Pontes e Lacerda, ato diretamente مرتبطado à educação profissional, embora seja um extrato contratual e não criação/autorização de curso.""}"
180,1,Formação profissional,gpt-5.4-mini,180,2006,1118,11,irrelevante,Outro - Regulamento administrativo,"O texto trata da organização interna de unidades socioeducativas e de ações de atendimento a adolescentes, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.",False,11,3791,67,2026-06-16T06:11:06.046249+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Regulamento administrativo"",""justificativa"":""O texto trata da organização interna de unidades socioeducativas e de ações de atendimento a adolescentes, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.""}"
181,1,Formação profissional,gpt-5.4-mini,181,2006,1118,2,irrelevante,Outro - Estrutura administrativa,"Texto trata apenas da estrutura administrativa de órgãos prisionais e da POLITEC, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.",False,2,4145,64,2026-06-16T06:11:31.229626+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Estrutura administrativa"",""justificativa"":""Texto trata apenas da estrutura administrativa de órgãos prisionais e da POLITEC, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional/técnica.""}"
